date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-08-26 00:00:00,16.9,15.7,18.7,0,,,10.1,25.9,1022.2,
2021-08-27 00:00:00,15.6,12.8,19.6,0,,,8.9,24.1,1023.4,
2021-08-28 00:00:00,15.9,11.3,20.1,0,,,9,25.9,1025.9,
2021-08-29 00:00:00,15.2,10.4,19.5,0,,,5.7,24.1,1025.4,
2021-08-30 00:00:00,15.6,13.8,17.1,0,,,11.4,27.8,1026.1,
2021-08-31 00:00:00,15.6,14,18.4,0,,,8,25.9,1029.3,
2021-09-01 00:00:00,16.1,14,18.6,0,,,9.9,25.9,1030.8,
2021-09-02 00:00:00,16.8,15,20.2,0,,,13.5,29.6,1027.8,
2021-09-03 00:00:00,17.2,13.6,21.9,0,,,9.8,24.1,1021.8,
2021-09-04 00:00:00,16.6,12.4,19.6,0,,,7.4,24.1,1018.9,
2021-09-05 00:00:00,18.9,14.3,26.1,0,,,7.9,18.5,1020.4,
2021-09-06 00:00:00,20.7,14.5,28.2,0,,,3.6,16.7,1023,
2021-09-07 00:00:00,22.3,15.6,30,0,,,5.9,29.6,1020.8,
2021-09-08 00:00:00,22.2,15.8,30.1,0,,,10.7,31.5,1012.9,
2021-09-09 00:00:00,18.8,16.8,23.3,2.5,,,11.7,33.3,1008.5,
2021-09-10 00:00:00,18.4,16.9,21.1,0.3,,,12.5,31.5,1010.5,
2021-09-11 00:00:00,18.6,15.1,23.4,1.8,,,13.5,31.5,1016.1,
2021-09-12 00:00:00,16.8,12,20.4,0,,,4.6,20.4,1018.6,
2021-09-13 00:00:00,17.1,14.1,20.9,0,,,12.8,29.6,1017.8,
2021-09-14 00:00:00,17.4,15.7,20.7,3.6,,,6.2,22.2,1011.9,
2021-09-15 00:00:00,17.2,14.6,21.2,10.7,,,6.5,18.5,1014.1,
2021-09-16 00:00:00,16.3,10.9,23.7,0,,,8.6,22.2,1017.5,
2021-09-17 00:00:00,16.6,13.3,22.1,0,,,8.2,29.6,1014.7,
2021-09-18 00:00:00,18.3,12.5,25.2,0,,,6.7,25.9,1013.9,
2021-09-19 00:00:00,15.8,14.5,18.2,0,,,4.4,18.5,1014.4,
2021-09-20 00:00:00,15.7,11.7,20.5,3.8,,,9.6,24.1,1022.6,
2021-09-21 00:00:00,15.4,9.9,22.2,0,,,3.6,16.7,1030.1,
2021-09-22 00:00:00,15.2,10.5,23,0,,,8.2,31.5,1027.7,
2021-09-23 00:00:00,16.1,12,21,0,,,14.4,35.2,1020.4,
2021-09-24 00:00:00,17.1,13,23,,,,13.7,31.5,1016.1,
2021-09-25 00:00:00,16.8,14,18,,,,7,20.4,1014.1,
2021-09-26 00:00:00,16.8,13,22,,,,12.1,31.5,1011.5,
2021-09-27 00:00:00,15.9,12,18,,,,22.4,50,1010.4,
2021-09-28 00:00:00,13.6,10,17.1,4.6,,,15.4,52,1015.6,
2021-09-29 00:00:00,11.7,8.6,16.7,17,,,15.8,48,1019.1,
2021-09-30 00:00:00,12.8,7.3,16.5,0.8,,,15.1,51.8,1020.8,
2021-10-01 00:00:00,14.6,10.5,18.6,3.6,,,17.2,44.5,1010.2,
2021-10-02 00:00:00,11.7,7.2,14.9,2.8,,,14.1,50,998.9,
2021-10-03 00:00:00,12.5,10.4,16.6,17.5,,,19.2,67,997.4,
2021-10-04 00:00:00,12.8,10.3,17.2,2.5,,,17.9,46,1008.1,
2021-10-05 00:00:00,12.7,10.8,14.7,11.7,,,22.9,53.7,1002.3,
2021-10-06 00:00:00,12.9,9.5,17.1,0.3,,,17.1,44.5,1018.3,
2021-10-07 00:00:00,15,11.8,17.8,0,,,8.4,20.4,1025.9,
2021-10-08 00:00:00,15.2,12.9,17.5,0.3,,,5.5,16.7,1029.5,
2021-10-09 00:00:00,12.3,8,19.1,0.3,,,3.5,14.8,1028.6,
2021-10-10 00:00:00,13.2,8.5,18.9,0,,,6.8,22.2,1029.4,
2021-10-11 00:00:00,11.2,7.8,16.1,0,,,6.6,20.4,1030.6,
2021-10-12 00:00:00,11.9,6.8,16.8,0,,,9.1,22.2,1026.1,
2021-10-13 00:00:00,12.2,7.3,16.2,0,,,6.8,18.5,1027.8,
2021-10-14 00:00:00,13.9,9.7,19.3,0,,,11.8,33.3,1024,
2021-10-15 00:00:00,12.8,9.3,15,0,,,10.2,29.6,1020.3,
2021-10-16 00:00:00,11.8,8.4,17.7,0,,,5.6,20.4,1020.5,
2021-10-17 00:00:00,12.3,8.8,17.9,0.8,,,8.8,27.8,1017.4,
2021-10-18 00:00:00,13.3,7.2,17,0.3,,,11.2,35.2,1016.3,
2021-10-19 00:00:00,17.9,15.6,20.9,1.5,,,23.8,63,1012,
2021-10-20 00:00:00,15.2,10.3,19.1,18.3,,,21.1,63,999,
2021-10-21 00:00:00,9.3,5.6,12.4,20.1,,,17.2,52,1007.1,
2021-10-22 00:00:00,9.7,4.8,14.7,0,,,16.2,37,1021,
2021-10-23 00:00:00,11.3,9.6,13.9,0,,,10,29.6,1024.9,
2021-10-24 00:00:00,12.9,11.2,15.7,0,,,13.4,35.2,1018.2,
2021-10-25 00:00:00,12.3,9.7,17.7,0.5,,,11.9,31.5,1015.1,
2021-10-26 00:00:00,13.1,8.2,17.1,0.5,,,13.8,37,1018.1,
2021-10-27 00:00:00,15.3,14,17.6,0,,,22.8,52,1018.2,
2021-10-28 00:00:00,13.9,12.3,15.4,0,,,17.1,42.6,1009.1,
2021-10-29 00:00:00,13,9.1,15.6,1.5,,,21.8,57,998.4,
2021-10-30 00:00:00,11.1,8.6,15.6,2,,,15.3,37,996.9,
2021-10-31 00:00:00,11.6,6.3,15.8,2,,,24.6,72,993.2,
2021-11-01 00:00:00,10.1,6,14.9,7.9,,,21,50,994.5,
2021-11-02 00:00:00,6.8,1.9,13.1,0,,,5.1,16.7,999,
2021-11-03 00:00:00,6.2,0.7,10.5,0.3,,,6.8,20.4,1004.5,
2021-11-04 00:00:00,7.4,4.1,10.1,0.5,,,12.5,31.5,1015,
2021-11-05 00:00:00,5.8,1.1,11.1,0,,,9.3,22.2,1026.4,
2021-11-06 00:00:00,11.2,8.2,13.2,0,,,21,50,1024.9,
2021-11-07 00:00:00,10.1,5.7,13,0,,,15.8,35.2,1021.2,
2021-11-08 00:00:00,8.3,3.5,12.1,0,,,7.9,22.2,1023.7,
2021-11-09 00:00:00,12.8,10.2,16.5,0,,,13.1,27.8,1023.4,
2021-11-10 00:00:00,11.8,8.5,13.6,0,,,8.4,22.2,1023,
2021-11-11 00:00:00,11.2,7.9,15.5,0.5,,,8.8,22.2,1022.6,
2021-11-12 00:00:00,11.5,6.3,15.2,0,,,17.2,48,1011.7,
2021-11-13 00:00:00,11.8,9.7,12.8,1,,,11.5,31.5,1015.8,
2021-11-14 00:00:00,11.5,10,13.1,0,,,9.4,22.2,1023.9,
2021-11-15 00:00:00,10.1,6,12,0,,,4.1,13,1026.9,
2021-11-16 00:00:00,7.6,2.4,11.4,0,,,5.9,22.2,1022.9,
2021-11-17 00:00:00,8.4,5.6,12.7,0.3,,,9.3,22.2,1024.2,
2021-11-18 00:00:00,9.6,3.9,13.7,0,,,12,27.8,1029,
2021-11-19 00:00:00,11.2,9.9,12,0,,,8,22.2,1030.7,
2021-11-20 00:00:00,10.1,8.3,10.8,0,,,9.8,20.4,1024.1,
2021-11-21 00:00:00,6.7,4.2,9,0,,,14.1,31.5,1019.7,
2021-11-22 00:00:00,5.6,3.6,10,0,,,12,25.9,1030,
2021-11-23 00:00:00,4.7,0.6,10.2,0,,,4,13,1032.3,
2021-11-24 00:00:00,5.2,2.3,7.4,0.3,,,4.8,14.8,1022.1,
2021-11-25 00:00:00,4.9,2.7,7.4,0,,,9.9,24.1,1016.4,
2021-11-26 00:00:00,5.3,1.5,9.4,0,,,19.3,52,996.3,
2021-11-27 00:00:00,3.8,1.9,5.1,5.6,,,24.9,61,994,
2021-11-28 00:00:00,1.6,-0.7,4.3,1.5,,,13.8,40.8,1006.9,
2021-11-29 00:00:00,1,-3.3,4.7,0,,,10.7,29.6,1014.6,
2021-11-30 00:00:00,9.9,2.6,12,0,,,21.2,50,1010.3,
2021-12-01 00:00:00,8.2,3.2,10.6,0.5,,,20.8,48.2,999.2,
2021-12-02 00:00:00,2.5,0.3,5.2,0.3,,,12.7,31.5,1011.8,
2021-12-03 00:00:00,6.1,-0.1,9.5,0.5,,,9.2,25.9,1004.9,
2021-12-04 00:00:00,6.1,5,8.4,2,,,18.2,50,998,
2021-12-05 00:00:00,5.7,4.4,6.5,3.8,,,18.8,50,1006.4,
2021-12-06 00:00:00,4.3,1.7,7.7,0.3,,,14.3,33.3,1010,
2021-12-07 00:00:00,4.9,1.2,8.2,1.5,,,18.6,63,997.5,
2021-12-08 00:00:00,6.5,5.3,8.3,7.4,,,26.3,55,991.1,
2021-12-09 00:00:00,6.4,3.6,9.1,0,,,15.4,40.8,999.1,
2021-12-10 00:00:00,6.1,2.8,8.1,8.4,,,20.8,55,999.4,
2021-12-11 00:00:00,5.6,1.5,10.7,4.3,,,11.9,29.6,1015.6,
2021-12-12 00:00:00,11.9,7.9,14.2,1.5,,,15.5,31.5,1019.6,
2021-12-13 00:00:00,10.3,9.2,11.5,0.3,,,13.8,29.6,1023.3,
2021-12-14 00:00:00,10.9,9,13.2,0,,,13.4,29.6,1026.6,
2021-12-15 00:00:00,11.8,9.2,13.1,0,,,13.6,25.9,1030.7,
2021-12-16 00:00:00,11.1,10.5,11.8,0,,,4.7,16.7,1038,
2021-12-17 00:00:00,8.9,7.2,10.7,0,,,10.4,25.9,1040.4,
2021-12-18 00:00:00,8.2,7.6,9.1,0,,,11.9,24.1,1039.1,
2021-12-19 00:00:00,5,3.2,7.3,0,,,6.7,18.5,1034.7,
2021-12-20 00:00:00,6.3,3.1,7.1,0,,,9.4,22.2,1028.9,
2021-12-21 00:00:00,4.4,-0.1,6.3,0,,,6.3,20.4,1025.3,
2021-12-22 00:00:00,1.9,-1.7,4.8,0.3,,,9.8,24.1,1019.2,
2021-12-23 00:00:00,7.8,2.8,11.1,0.3,,,13.2,29.6,1008.1,
2021-12-24 00:00:00,8.6,5.4,10.5,0,,,8.2,24.1,1004.3,
2021-12-25 00:00:00,7.2,5.6,8.6,13.5,,,15.5,33.3,1003.4,
2021-12-26 00:00:00,7.4,5.4,9.6,11.4,,,5.9,29.6,1000.5,
2021-12-27 00:00:00,9.1,5.8,11.2,6.1,,,10.3,27.8,992.1,
2021-12-28 00:00:00,10.1,8.8,11.8,4.3,,,18.9,67,992.6,
2021-12-29 00:00:00,11.1,7.2,15.3,0.8,,,17.9,70,1004.3,
2021-12-30 00:00:00,14,11.6,15,1.8,,,26.4,50,1012.6,
2021-12-31 00:00:00,13.6,12.4,15.3,0,,,21.5,48,1016.7,
2022-01-01 00:00:00,13.3,12.5,15.7,2.5,,,17.8,40.8,1017.3,
2022-01-02 00:00:00,11.5,9.1,13.1,1.3,,,22.6,55,1010.4,
2022-01-03 00:00:00,9.8,8.6,10.8,0.5,,,20.9,46,1007.9,
2022-01-04 00:00:00,5.1,1.7,8.2,0,,,13.6,33.3,1001.5,
2022-01-05 00:00:00,3,0.6,6.6,4.3,,,14.9,31.5,1013.9,
2022-01-06 00:00:00,2.5,-3.5,7.3,0,,,12.8,52,1016.4,
2022-01-07 00:00:00,3.8,0.8,6.2,1.3,,,21.3,54,1010.7,
2022-01-08 00:00:00,6.2,-0.1,10.5,0.3,,,18.4,48,1001.5,
2022-01-09 00:00:00,4.6,1.8,8.9,5.1,,,13.2,33.3,1003,
2022-01-10 00:00:00,5.7,2,8.5,0,,,7.1,24.1,1018.4,
2022-01-11 00:00:00,9.3,7.8,10.4,0.5,,,9,22.2,1029.9,
2022-01-12 00:00:00,4.8,0.9,9.1,2.5,,,4.2,14.8,1040.6,
2022-01-13 00:00:00,3.3,-0.7,9.6,0,,,3.4,14.8,1041.2,
2022-01-14 00:00:00,3.1,-1.5,9.5,0.3,,,3.2,14.8,1036.1,
2022-01-15 00:00:00,2.9,-0.7,5.8,0,,,6.1,20.4,1026.5,
2022-01-16 00:00:00,6.1,3.7,9.5,0.3,,,7.9,20.4,1027.1,
2022-01-17 00:00:00,3.7,1.2,10.3,0,,,6.7,18.5,1037.7,
2022-01-18 00:00:00,2.3,-3.2,7.5,0,,,4.6,16.7,1037.2,
2022-01-19 00:00:00,6.1,3.7,9.4,0.3,,,11.9,29.6,1028,
2022-01-20 00:00:00,3,0.2,6,0,,,9.5,22.2,1036,
2022-01-21 00:00:00,1.9,-2.6,4.9,0,,,10,24.1,1039.3,
2022-01-22 00:00:00,4.9,0.8,6.1,0,,,7.8,18.5,1037.6,
2022-01-23 00:00:00,5.5,4.8,6.2,0,,,5.1,14.8,1035.3,
2022-01-24 00:00:00,4.2,3.3,5.4,0,,,6.8,16.7,1033.6,
2022-01-25 00:00:00,2.4,1.8,3,0,,,7.5,18.5,1034.7,
2022-01-26 00:00:00,5.2,1.8,8.7,0,,,12,33.3,1032.8,
2022-01-27 00:00:00,8.3,4.8,13.1,0,,,15.9,33.3,1028.8,
2022-01-28 00:00:00,5.4,0.1,10.5,0,,,11.4,35.2,1034.4,
2022-01-29 00:00:00,10.4,4.6,14,0,,,24.2,61,1028.5,
2022-01-30 00:00:00,5,1.3,8.9,0,,,12.8,42.6,1029.9,
2022-01-31 00:00:00,6.8,4.7,8.5,0.5,,,22.8,67,1023.7,
2022-02-01 00:00:00,10.1,3.9,14.8,0.5,,,22.3,50,1022,
2022-02-02 00:00:00,9.9,7.7,12.2,0,,,16.1,37,1022.4,
2022-02-03 00:00:00,9,7.3,10.1,0,,,16.5,33.3,1014.8,
2022-02-04 00:00:00,7.1,3.3,10.3,0,,,21.7,52,1011.7,
2022-02-05 00:00:00,6.7,2,11,3.8,,,26,61,1018.7,
2022-02-06 00:00:00,9.2,6,11.7,0.5,,,34,74,1008,
2022-02-07 00:00:00,6.9,1.7,10.6,1.5,,,18,35.2,1025.4,
2022-02-08 00:00:00,11.1,9.2,12.3,0,,,22.8,40.8,1026.8,
2022-02-09 00:00:00,10.3,8.1,14.4,0,,,14.4,31.5,1023.6,
2022-02-10 00:00:00,5.9,2,8,1.3,,,13.9,33.3,1023.2,
2022-02-11 00:00:00,4.1,-0.2,9.4,0,,,9.3,24.1,1031.7,
2022-02-12 00:00:00,5.4,-0.4,8.8,0,,,18,50,1021.9,
2022-02-13 00:00:00,8.2,5.8,9.8,0,,,24.6,54,1001.6,
2022-02-14 00:00:00,7.4,5.2,9.4,14.2,,,20.7,59,999.3,
2022-02-15 00:00:00,7.2,2.2,9.9,1.5,,,19.2,52,1006.6,
2022-02-16 00:00:00,12.7,8.8,15.1,5.8,,,35.6,85,996.3,
2022-02-17 00:00:00,9.7,7.8,12.4,0.5,,,29.3,74,1008.1,
2022-02-18 00:00:00,8.2,4.1,11.3,0.8,,,41.2,113,997.5,
2022-02-19 00:00:00,6.2,2.4,10.5,0.8,,,27.4,65,1010.2,
2022-02-20 00:00:00,10.2,5.5,12.4,4.6,,,36.2,93,1003.8,
2022-02-21 00:00:00,7.9,4.2,11.7,4.3,,,33.5,81,1009.9,
2022-02-22 00:00:00,9.2,4.4,13.6,0.3,,,20.3,63,1018.9,
2022-02-23 00:00:00,7,1.7,10.7,0,,,20.5,46,1021.1,
2022-02-24 00:00:00,6.3,3.2,9,0,,,25.2,74,1011.4,
2022-02-25 00:00:00,6.2,2.1,11.5,3,,,16.3,50,1025.6,
2022-02-26 00:00:00,4.9,-0.3,10.9,0,,,12.8,35.2,1029.9,
2022-02-27 00:00:00,5.7,1.4,11.2,0,,,18,37,1024.5,
2022-02-28 00:00:00,8.7,3,12.4,0,,,14.1,35.2,1024,
2022-03-01 00:00:00,8.2,7.3,9.6,5.6,,,13.4,27.8,1025.5,
2022-03-02 00:00:00,6.8,6.4,7.7,12.7,,,13.9,27.8,1020.8,
2022-03-03 00:00:00,8.4,4.4,12.4,2.5,,,11.2,27.8,1015.2,
2022-03-04 00:00:00,7.3,6.5,8.6,0.3,,,9.7,20.4,1019.2,
2022-03-05 00:00:00,6.2,4.1,7.3,0.3,,,15.7,33.3,1023.7,
2022-03-06 00:00:00,5.3,3.6,8.1,0.5,,,17.4,33.3,1028.5,
2022-03-07 00:00:00,4.4,1.3,7.4,0,,,18.2,46,1024.2,
2022-03-08 00:00:00,6.1,-0.5,12.9,0,,,18.5,38.9,1014.8,
2022-03-09 00:00:00,9.9,6.5,13.2,0,,,19.3,48,1016.2,
2022-03-10 00:00:00,11.4,6.4,16,0,,,16.2,37,1015.7,
2022-03-11 00:00:00,10.2,8.4,12.5,0,,,22.1,54,1004.7,
2022-03-12 00:00:00,9.6,7.3,13,4.3,,,22.4,48,1008,
2022-03-13 00:00:00,9.3,7.2,11.6,0.5,,,19.4,46,1007.2,
2022-03-14 00:00:00,8,3.4,13.3,0.5,,,9.2,27.8,1023,
2022-03-15 00:00:00,10.1,4.5,16,0,,,9.5,24.1,1021.8,
2022-03-16 00:00:00,9.1,6.4,10.6,0,,,11.4,46,1018.3,
2022-03-17 00:00:00,8.1,1.7,14.2,10.9,,,13.6,31.5,1031.5,
2022-03-18 00:00:00,9.1,2.7,16.1,0,,,11.2,35.2,1041.7,
2022-03-19 00:00:00,10,7.4,14.1,0,,,21.5,52,1036.9,
2022-03-20 00:00:00,7.8,4,12.1,0,,,11.1,25.9,1028.1,
2022-03-21 00:00:00,8.9,0.5,17.3,0,,,8.4,27.8,1028,
2022-03-22 00:00:00,13.3,8.8,19.9,0,,,11.9,31.5,1028.2,
2022-03-23 00:00:00,12.5,5.1,19.8,0,,,7,22.2,1029.5,
2022-03-24 00:00:00,11.6,3.8,19,0,,,4.2,18.5,1029.8,
2022-03-25 00:00:00,11,4.7,17.7,0,,,9.1,27.8,1031.4,
2022-03-26 00:00:00,11.3,5.1,18.3,0,,,12.2,31.5,1032.6,
2022-03-27 00:00:00,8.6,5.5,13.2,0,,,10,25.9,1031.6,
2022-03-28 00:00:00,9.8,3.6,16.8,0,,,5.7,20.4,1023,
2022-03-29 00:00:00,9.3,7.7,12.2,0,,,12.1,27.8,1012.3,
2022-03-30 00:00:00,7.3,4.3,11.2,0.5,,,12.1,31.5,1006.4,
2022-03-31 00:00:00,3.6,1.4,7.9,0,,,19.5,61,1009.3,
2022-04-01 00:00:00,4.3,1.1,9.2,0,,,18.2,61,1016.8,
2022-04-02 00:00:00,4.2,0,9.9,0,,,9.2,24.1,1022.8,
2022-04-03 00:00:00,5,-1.2,10.9,0,,,9.4,31.5,1025.6,
2022-04-04 00:00:00,9.8,5.2,14.7,1.8,,,22.2,42.6,1013.3,
2022-04-05 00:00:00,11.8,10,14.9,1.5,,,22.7,42.6,1009,
2022-04-06 00:00:00,10.9,9.3,16,0,,,28.6,70,997.7,
2022-04-07 00:00:00,9.6,5.7,14,9.4,,,36.5,85,989.8,
2022-04-08 00:00:00,6.9,2.5,11.7,0,,,9.2,24.1,1000.7,
2022-04-09 00:00:00,7.1,0.9,12.6,0.3,,,11.2,27.8,1015.1,
2022-04-10 00:00:00,7.8,1,13.4,0,,,9.9,31.5,1018.9,
2022-04-11 00:00:00,11.7,4.4,18.8,0,,,20.3,48,1010.1,
2022-04-12 00:00:00,13.2,9.2,18.6,0.3,,,13.7,33.3,1005.9,
2022-04-13 00:00:00,13.7,10.1,20,0,,,12.2,31.5,1015.3,
2022-04-14 00:00:00,13.4,6.8,19.8,0,,,8.1,20.4,1022,
2022-04-15 00:00:00,15.1,7.5,23.1,0,,,6.5,22.2,1026.2,
2022-04-16 00:00:00,13.3,8,19.8,0,,,11.7,27.8,1029.5,
2022-04-17 00:00:00,13.1,7.2,19.8,0,,,12.5,37,1022.8,
2022-04-18 00:00:00,12.5,7.8,17.8,0,,,9.6,24.1,1017.3,
2022-04-19 00:00:00,11.9,6.7,16.4,0,,,9.9,27.8,1016.3,
2022-04-20 00:00:00,12.1,6.9,19.1,0,,,13.3,33.3,1016.2,
2022-04-21 00:00:00,12.7,7,19.2,0,,,14.5,37,1012.4,
2022-04-22 00:00:00,11.7,8.2,17.2,0,,,17.7,38.9,1007.8,
2022-04-23 00:00:00,12.8,9.3,18,0,,,18.9,50,1003.5,
2022-04-24 00:00:00,12.6,7.7,18.9,0,,,15.4,31.5,1008,
2022-04-25 00:00:00,9.7,6.4,14.5,0,,,10.7,24.1,1015.8,
2022-04-26 00:00:00,10.4,4.4,16.6,3.3,,,10.4,25.9,1021.9,
2022-04-27 00:00:00,8.9,5.5,11.7,0,,,11.4,29.6,1027.5,
2022-04-28 00:00:00,10.1,6,14.9,0,,,11,24.1,1030.9,
2022-04-29 00:00:00,8.8,5.7,11.4,0,,,10.2,25.9,1031.9,
2022-04-30 00:00:00,11.1,3.3,18.4,0,,,7.1,22.2,1029.4,
2022-05-01 00:00:00,11.7,9.9,14.6,0,,,10.3,22.2,1023.5,
2022-05-02 00:00:00,12.6,9,17.1,0.3,,,5.4,16.7,1021.1,
2022-05-03 00:00:00,12.7,10.6,16.1,0,,,8,22.2,1021.2,
2022-05-04 00:00:00,13.3,10.6,20,0,,,10.8,29.6,1019.2,
2022-05-05 00:00:00,14.1,7.5,19.9,2,,,9.4,24.1,1023.6,
2022-05-06 00:00:00,15.3,9.2,23.3,0,,,14.2,35.2,1025.2,
2022-05-07 00:00:00,14.6,12.5,20.3,0.8,,,11.2,24.1,1025.4,
2022-05-08 00:00:00,13.5,9.9,20.6,1,,,13.8,24.1,1028.6,
2022-05-09 00:00:00,15,6,23.4,0,,,15.9,50,1023.3,
2022-05-10 00:00:00,15.8,13.7,20.9,0,,,19.3,38.9,1015,
2022-05-11 00:00:00,13.6,11.5,16.1,0.3,,,21.4,54,1010.4,
2022-05-12 00:00:00,13.2,7,18.9,3.3,1,,17.5,38.9,1018.1,
2022-05-13 00:00:00,14.8,10.4,21.4,0,,,22.6,46,1019.8,
2022-05-14 00:00:00,15.3,7.8,23.4,0,,,9.3,25.9,1020.8,
2022-05-15 00:00:00,15.5,12.9,18.9,0.5,,,12.1,33.3,1015.5,
2022-05-16 00:00:00,16.4,12.2,23.1,2.5,,,17.5,46,1014.1,
2022-05-17 00:00:00,18.9,10.9,27.5,0,,,14.5,50,1017.2,
2022-05-18 00:00:00,17.5,11.1,23.1,0.5,,,15.2,33.3,1018.8,
2022-05-19 00:00:00,17.2,13.9,22.4,0.5,,,13.4,31.5,1018,
2022-05-20 00:00:00,13.9,12.3,19,0,,,15.4,46,1018.7,
2022-05-21 00:00:00,15.2,9.5,22,2.8,,,15.5,33.3,1020.7,
2022-05-22 00:00:00,16.7,10,23.8,0,,,10,27.8,1013.7,
2022-05-23 00:00:00,14.7,11.6,20.7,0,,,10.6,31.5,1002.9,
2022-05-24 00:00:00,13.3,9.8,19.8,4.6,,,14.8,35.2,1005.8,
2022-05-25 00:00:00,13.7,9.3,19.4,2.8,,,23.3,48,1013.4,
2022-05-26 00:00:00,15.6,10.5,21.8,0.5,,,21.4,48,1021.1,
2022-05-27 00:00:00,16.3,13.2,20.8,0,,,15.5,29.6,1024.3,
2022-05-28 00:00:00,13.9,8.6,19.1,0,,,10.9,24.1,1025,
2022-05-29 00:00:00,12.2,7.9,17,0,,,10.5,24.1,1019.6,
2022-05-30 00:00:00,10.2,5.6,16.1,0,,,10.7,27.8,1013.8,
2022-05-31 00:00:00,11.6,8.6,16.4,5.3,,,10.2,48,1012.4,
2022-06-01 00:00:00,13.4,8,18.7,6.6,,,7.6,25.9,1016.9,
2022-06-02 00:00:00,15.2,8.1,22.3,0,,,9.7,,1019.9,
2022-06-03 00:00:00,17.2,11.3,23.3,0,,,13.6,,1017.8,
2022-06-04 00:00:00,15.4,12.2,21.6,0,,,18.6,,1019.9,
2022-06-05 00:00:00,12.8,11,15.2,10.9,,,8.4,,1016.3,
2022-06-06 00:00:00,14.2,11.9,18.2,6.9,,,12.2,,1014.6,
2022-06-07 00:00:00,16.3,9.6,22.4,0,,,11.6,,1011.8,
2022-06-08 00:00:00,17.4,14.1,23.5,0.8,,,22.4,,1005.8,
2022-06-09 00:00:00,16,11,21,0,,,18.6,,1015,
2022-06-10 00:00:00,18.4,15.5,24.5,0.5,,,20.5,,1018.3,
2022-06-11 00:00:00,17.3,11.5,23.8,0,,,19.2,,1021.5,
2022-06-12 00:00:00,16.6,10.7,22.9,0,,,17.4,,1023.5,
2022-06-13 00:00:00,16.1,9.6,21.7,0,,,10.2,,1024.5,
2022-06-14 00:00:00,18.2,9.8,24.9,0,,,10.3,27.8,1020.9,
2022-06-15 00:00:00,20.4,11.3,27.9,0,,,8.4,22.2,1018.5,
2022-06-16 00:00:00,22,14.2,29.4,0,,,9.2,29.6,1021.4,
2022-06-17 00:00:00,24.4,15.3,32.7,0,,,17.2,50,1019.7,
2022-06-18 00:00:00,18.2,11.9,24.8,0,,,13.1,27.8,1017.9,
2022-06-19 00:00:00,14.6,9.7,19.7,1.8,,,11.9,25.9,1015.1,
2022-06-20 00:00:00,16.7,11.4,22.5,0.3,,,11.6,33.3,1018.4,
2022-06-21 00:00:00,18.4,10.6,26.2,0,,,9.6,22.2,1014.8,
2022-06-22 00:00:00,20.3,12.5,27.9,0,,,11.6,29.6,1013.4,
2022-06-23 00:00:00,19.3,13.9,26.7,0,,,8.9,25.9,1009.8,
2022-06-24 00:00:00,17.7,14.5,22.5,0.3,,,19.2,42.6,1004.9,
2022-06-25 00:00:00,16.2,12.4,22.3,1.5,,,20.8,48,1007.5,
2022-06-26 00:00:00,16.5,11,22.8,0,,,21.1,46,1011.9,
2022-06-27 00:00:00,15.6,11.7,21,0,,,19,38.9,1016,
2022-06-28 00:00:00,16.5,11.3,23.2,0.5,,,19.4,50,1017.7,
2022-06-29 00:00:00,16.6,14.3,22,0,,,17,37,1012.1,
2022-06-30 00:00:00,15.8,13.5,20.7,0.8,,,12.9,33.3,1011.9,
2022-07-01 00:00:00,15.9,12.5,22.1,0,,,17.8,40.8,1016.3,
2022-07-02 00:00:00,16.8,11.8,23.8,2.3,,,20.2,46,1018.3,
2022-07-03 00:00:00,17.6,10.6,24.2,0,,,12.8,27.8,1019.3,
2022-07-04 00:00:00,17.4,11.3,23.3,0,,,13.8,31.5,1021.4,
2022-07-05 00:00:00,17.7,10.8,22.3,0,,,10.4,24.1,1024.9,
2022-07-06 00:00:00,19.1,12.5,25.3,0,,,13.8,31.5,1026.7,
2022-07-07 00:00:00,20.1,16.6,25.2,0,,,11.7,25.9,1028.4,
2022-07-08 00:00:00,21.8,13.8,28.7,0,,,7.8,22.2,1031.6,
2022-07-09 00:00:00,21.4,15.5,27.5,0,,,10.3,24.1,1030.1,
2022-07-10 00:00:00,21.8,14.6,29.7,0,,,9.7,25.9,1026.8,
2022-07-11 00:00:00,24.1,16.5,31.8,0,,,10.5,29.6,1023.2,
2022-07-12 00:00:00,25.4,19.7,31,0,,,11.3,31.5,1022,
2022-07-13 00:00:00,23.8,21.1,28.7,0,,,9.4,22.2,1021.4,
2022-07-14 00:00:00,20.1,15,25.3,0,,,11.4,25.9,1022.7,
2022-07-15 00:00:00,20.1,13.2,27.2,0,,,9.7,27.8,1023.9,
2022-07-16 00:00:00,21.6,14,29.1,0,,,7.6,25.9,1024.8,
2022-07-17 00:00:00,23.7,15.5,30.8,0,,,11.3,31.5,1025,
2022-07-18 00:00:00,27.6,17.7,37.1,0,,,9.7,33.3,1019.4,
2022-07-19 00:00:00,29.8,22.1,40.2,0,,,14.2,50,1012,
2022-07-20 00:00:00,21.4,17.7,27.2,0.8,,,17.7,33.3,1015.5,
2022-07-21 00:00:00,19.8,15.8,24.2,4.1,,,10.2,27.8,1021.3,
2022-07-22 00:00:00,19.1,16.5,23,0,,,16.6,29.6,1020.2,
