t,date,layoff_share,joblosers_share,cpi_infl,log_claims,claims,credit_spr,vix,sentiment,log_oil,oil,layoff_share_lag1,joblosers_share_lag1,log_claims_lag1,credit_spr_lag1,vix_lag1,cpi_infl_lag1,sentiment_lag1,log_oil_lag1,layoff_share_lag2,joblosers_share_lag2,log_claims_lag2,credit_spr_lag2,vix_lag2,cpi_infl_lag2,sentiment_lag2,log_oil_lag2,layoff_share_lag3,joblosers_share_lag3,log_claims_lag3,credit_spr_lag3,vix_lag3,cpi_infl_lag3,sentiment_lag3,log_oil_lag3,layoff_share_lag4,joblosers_share_lag4,log_claims_lag4,credit_spr_lag4,vix_lag4,cpi_infl_lag4,sentiment_lag4,log_oil_lag4
104,1998-08-01,0.14381880733944954,0.4531077981651376,1.61692,12.652679696969514,312600.0,1.7999999999999998,31.59,104.4,2.6004649904222727,13.47,0.15080275229357798,0.45709862385321104,12.71589776896258,1.6900000000000004,19.93,1.74564,105.2,2.6511270537025893,0.1368348623853211,0.45410550458715593,12.730801174465157,1.63,21.66,1.62297,105.6,2.6188546222977394,0.13384174311926605,0.4610894495412844,12.648191071286373,1.6499999999999995,20.87,1.68856,106.5,2.702032128776647,0.12186926605504586,0.4521100917431193,12.647548191161372,1.6900000000000004,22.03,1.4384,108.7,2.731115474033206
105,1998-09-01,0.14381880733944954,0.45510321100917434,1.4268,12.624782980388359,304000.0,2.2800000000000002,38.2,100.9,2.710048203764883,15.03,0.14381880733944954,0.4531077981651376,12.652679696969514,1.7999999999999998,31.59,1.61692,104.4,2.6004649904222727,0.15080275229357798,0.45709862385321104,12.71589776896258,1.6900000000000004,19.93,1.74564,105.2,2.6511270537025893,0.1368348623853211,0.45410550458715593,12.730801174465157,1.63,21.66,1.62297,105.6,2.6188546222977394,0.13384174311926605,0.4610894495412844,12.648191071286373,1.6499999999999995,20.87,1.68856,106.5,2.702032128776647
106,1998-10-01,0.13982798165137617,0.4491169724770642,1.48607,12.646261189696723,310600.0,2.6499999999999995,36.61,97.4,2.671386216730619,14.46,0.14381880733944954,0.45510321100917434,12.624782980388359,2.2800000000000002,38.2,1.4268,100.9,2.710048203764883,0.14381880733944954,0.4531077981651376,12.652679696969514,1.7999999999999998,31.59,1.61692,104.4,2.6004649904222727,0.15080275229357798,0.45709862385321104,12.71589776896258,1.6900000000000004,19.93,1.74564,105.2,2.6511270537025893,0.1368348623853211,0.45410550458715593,12.730801174465157,1.63,21.66,1.62297,105.6,2.6188546222977394
107,1998-11-01,0.1368348623853211,0.4561009174311927,1.48423,12.66349749256905,316000.0,2.51,26.22,102.7,2.5649493574615367,13.0,0.13982798165137617,0.4491169724770642,12.646261189696723,2.6499999999999995,36.61,1.48607,97.4,2.671386216730619,0.14381880733944954,0.45510321100917434,12.624782980388359,2.2800000000000002,38.2,1.4268,100.9,2.710048203764883,0.14381880733944954,0.4531077981651376,12.652679696969514,1.7999999999999998,31.59,1.61692,104.4,2.6004649904222727,0.15080275229357798,0.45709862385321104,12.71589776896258,1.6900000000000004,19.93,1.74564,105.2,2.6511270537025893
108,1998-12-01,0.1428211009174312,0.4680733944954128,1.60692,12.66349749256905,316000.0,2.58,25.48,100.5,2.4292177439274116,11.35,0.1368348623853211,0.4561009174311927,12.66349749256905,2.51,26.22,1.48423,102.7,2.5649493574615367,0.13982798165137617,0.4491169724770642,12.646261189696723,2.6499999999999995,36.61,1.48607,97.4,2.671386216730619,0.14381880733944954,0.45510321100917434,12.624782980388359,2.2800000000000002,38.2,1.4268,100.9,2.710048203764883,0.14381880733944954,0.4531077981651376,12.652679696969514,1.7999999999999998,31.59,1.61692,104.4,2.6004649904222727
109,1999-01-01,0.14681192660550457,0.4561009174311927,1.66667,12.69526596916905,326200.0,2.5700000000000003,28.04,103.9,2.5265283244788197,12.51,0.1428211009174312,0.4680733944954128,12.66349749256905,2.58,25.48,1.60692,100.5,2.4292177439274116,0.1368348623853211,0.4561009174311927,12.66349749256905,2.51,26.22,1.48423,102.7,2.5649493574615367,0.13982798165137617,0.4491169724770642,12.646261189696723,2.6499999999999995,36.61,1.48607,97.4,2.671386216730619,0.14381880733944954,0.45510321100917434,12.624782980388359,2.2800000000000002,38.2,1.4268,100.9,2.710048203764883
110,1999-02-01,0.14082568807339452,0.4471215596330275,1.66667,12.616525295149378,301500.0,2.3899999999999997,28.82,108.1,2.485739636091892,12.01,0.14681192660550457,0.4561009174311927,12.69526596916905,2.5700000000000003,28.04,1.66667,103.9,2.5265283244788197,0.1428211009174312,0.4680733944954128,12.66349749256905,2.58,25.48,1.60692,100.5,2.4292177439274116,0.1368348623853211,0.4561009174311927,12.66349749256905,2.51,26.22,1.48423,102.7,2.5649493574615367,0.13982798165137617,0.4491169724770642,12.646261189696723,2.6499999999999995,36.61,1.48607,97.4,2.671386216730619
111,1999-03-01,0.14780963302752292,0.4501146788990826,1.7284,12.620662661415338,302750.0,2.3,25.31,105.7,2.6864860231863696,14.68,0.14082568807339452,0.4471215596330275,12.616525295149378,2.3899999999999997,28.82,1.66667,108.1,2.485739636091892,0.14681192660550457,0.4561009174311927,12.69526596916905,2.5700000000000003,28.04,1.66667,103.9,2.5265283244788197,0.1428211009174312,0.4680733944954128,12.66349749256905,2.58,25.48,1.60692,100.5,2.4292177439274116,0.1368348623853211,0.4561009174311927,12.66349749256905,2.51,26.22,1.48423,102.7,2.5649493574615367
112,1999-04-01,0.14182339449541284,0.4501146788990826,2.28113,12.63947712232758,308500.0,2.3000000000000007,23.48,104.6,2.851284369188118,17.31,0.14780963302752292,0.4501146788990826,12.620662661415338,2.3,25.31,1.7284,105.7,2.6864860231863696,0.14082568807339452,0.4471215596330275,12.616525295149378,2.3899999999999997,28.82,1.66667,108.1,2.485739636091892,0.14681192660550457,0.4561009174311927,12.69526596916905,2.5700000000000003,28.04,1.66667,103.9,2.5265283244788197,0.1428211009174312,0.4680733944954128,12.66349749256905,2.58,25.48,1.60692,100.5,2.4292177439274116
113,1999-05-01,0.13982798165137617,0.45410550458715593,2.09102,12.616856915115939,301600.0,2.1799999999999997,26.2,106.8,2.8746939451769347,17.72,0.14182339449541284,0.4501146788990826,12.63947712232758,2.3000000000000007,23.48,2.28113,104.6,2.851284369188118,0.14780963302752292,0.4501146788990826,12.620662661415338,2.3,25.31,1.7284,105.7,2.6864860231863696,0.14082568807339452,0.4471215596330275,12.616525295149378,2.3899999999999997,28.82,1.66667,108.1,2.485739636091892,0.14681192660550457,0.4561009174311927,12.69526596916905,2.5700000000000003,28.04,1.66667,103.9,2.5265283244788197
114,1999-06-01,0.1488073394495413,0.44612385321100917,1.9656,12.591335046320818,294000.0,2.119999999999999,23.63,107.3,2.8859174075467844,17.92,0.13982798165137617,0.45410550458715593,12.616856915115939,2.1799999999999997,26.2,2.09102,106.8,2.8746939451769347,0.14182339449541284,0.4501146788990826,12.63947712232758,2.3000000000000007,23.48,2.28113,104.6,2.851284369188118,0.14780963302752292,0.4501146788990826,12.620662661415338,2.3,25.31,1.7284,105.7,2.6864860231863696,0.14082568807339452,0.4471215596330275,12.616525295149378,2.3899999999999997,28.82,1.66667,108.1,2.485739636091892
115,1999-07-01,0.1428211009174312,0.45111238532110093,2.14461,12.604848765487542,298000.0,2.16,21.05,106.0,3.0007198150650303,20.1,0.1488073394495413,0.44612385321100917,12.591335046320818,2.119999999999999,23.63,1.9656,107.3,2.8859174075467844,0.13982798165137617,0.45410550458715593,12.616856915115939,2.1799999999999997,26.2,2.09102,106.8,2.8746939451769347,0.14182339449541284,0.4501146788990826,12.63947712232758,2.3000000000000007,23.48,2.28113,104.6,2.851284369188118,0.14780963302752292,0.4501146788990826,12.620662661415338,2.3,25.31,1.7284,105.7,2.6864860231863696
116,1999-08-01,0.1488073394495413,0.45111238532110093,2.26438,12.580219070380911,290750.0,2.21,24.32,104.5,3.0577676644734435,21.28,0.1428211009174312,0.45111238532110093,12.604848765487542,2.16,21.05,2.14461,106.0,3.0007198150650303,0.1488073394495413,0.44612385321100917,12.591335046320818,2.119999999999999,23.63,1.9656,107.3,2.8859174075467844,0.13982798165137617,0.45410550458715593,12.616856915115939,2.1799999999999997,26.2,2.09102,106.8,2.8746939451769347,0.14182339449541284,0.4501146788990826,12.63947712232758,2.3000000000000007,23.48,2.28113,104.6,2.851284369188118
117,1999-09-01,0.15180045871559633,0.4371444954128441,2.62997,12.575910575995186,289500.0,2.2799999999999994,24.54,107.2,3.169685580677429,23.8,0.1488073394495413,0.45111238532110093,12.580219070380911,2.21,24.32,2.26438,104.5,3.0577676644734435,0.1428211009174312,0.45111238532110093,12.604848765487542,2.16,21.05,2.14461,106.0,3.0007198150650303,0.1488073394495413,0.44612385321100917,12.591335046320818,2.119999999999999,23.63,1.9656,107.3,2.8859174075467844,0.13982798165137617,0.45410550458715593,12.616856915115939,2.1799999999999997,26.2,2.09102,106.8,2.8746939451769347
118,1999-10-01,0.14082568807339452,0.4371444954128441,2.56254,12.579014561932778,290400.0,2.2700000000000005,24.02,103.2,3.1219242987917504,22.69,0.15180045871559633,0.4371444954128441,12.575910575995186,2.2799999999999994,24.54,2.62997,107.2,3.169685580677429,0.1488073394495413,0.45111238532110093,12.580219070380911,2.21,24.32,2.26438,104.5,3.0577676644734435,0.1428211009174312,0.45111238532110093,12.604848765487542,2.16,21.05,2.14461,106.0,3.0007198150650303,0.1488073394495413,0.44612385321100917,12.591335046320818,2.119999999999999,23.63,1.9656,107.3,2.8859174075467844
119,1999-11-01,0.14980504587155963,0.4381422018348623,2.62035,12.548775431902023,281750.0,2.12,21.82,107.2,3.2188758248682006,25.0,0.14082568807339452,0.4371444954128441,12.579014561932778,2.2700000000000005,24.02,2.56254,103.2,3.1219242987917504,0.15180045871559633,0.4371444954128441,12.575910575995186,2.2799999999999994,24.54,2.62997,107.2,3.169685580677429,0.1488073394495413,0.45111238532110093,12.580219070380911,2.21,24.32,2.26438,104.5,3.0577676644734435,0.1428211009174312,0.45111238532110093,12.604848765487542,2.16,21.05,2.14461,106.0,3.0007198150650303
120,1999-12-01,0.1388302752293578,0.42716743119266065,2.6764,12.537173338349476,278500.0,1.9099999999999993,22.16,105.4,3.261935314328648,26.1,0.14980504587155963,0.4381422018348623,12.548775431902023,2.12,21.82,2.62035,107.2,3.2188758248682006,0.14082568807339452,0.4371444954128441,12.579014561932778,2.2700000000000005,24.02,2.56254,103.2,3.1219242987917504,0.15180045871559633,0.4371444954128441,12.575910575995186,2.2799999999999994,24.54,2.62997,107.2,3.169685580677429,0.1488073394495413,0.45111238532110093,12.580219070380911,2.21,24.32,2.26438,104.5,3.0577676644734435
121,2000-01-01,0.13184633027522935,0.4401376146788991,2.79296,12.572103684392932,288400.0,1.67,23.2,112.0,3.3054204262683866,27.26,0.1388302752293578,0.42716743119266065,12.537173338349476,1.9099999999999993,22.16,2.6764,105.4,3.261935314328648,0.14980504587155963,0.4381422018348623,12.548775431902023,2.12,21.82,2.62035,107.2,3.2188758248682006,0.14082568807339452,0.4371444954128441,12.579014561932778,2.2700000000000005,24.02,2.56254,103.2,3.1219242987917504,0.15180045871559633,0.4371444954128441,12.575910575995186,2.2799999999999994,24.54,2.62997,107.2,3.169685580677429
122,2000-02-01,0.14581422018348622,0.45510321100917434,3.21797,12.590484344440506,293750.0,1.7699999999999996,23.6,111.3,3.379973745210529,29.37,0.13184633027522935,0.4401376146788991,12.572103684392932,1.67,23.2,2.79296,112.0,3.3054204262683866,0.1388302752293578,0.42716743119266065,12.537173338349476,1.9099999999999993,22.16,2.6764,105.4,3.261935314328648,0.14980504587155963,0.4381422018348623,12.548775431902023,2.12,21.82,2.62035,107.2,3.2188758248682006,0.14082568807339452,0.4371444954128441,12.579014561932778,2.2700000000000005,24.02,2.56254,103.2,3.1219242987917504
123,2000-03-01,0.1428211009174312,0.4381422018348623,3.76214,12.523616872265867,274750.0,2.1099999999999994,22.72,107.1,3.3958497753355603,29.84,0.14581422018348622,0.45510321100917434,12.590484344440506,1.7699999999999996,23.6,3.21797,111.3,3.379973745210529,0.13184633027522935,0.4401376146788991,12.572103684392932,1.67,23.2,2.79296,112.0,3.3054204262683866,0.1388302752293578,0.42716743119266065,12.537173338349476,1.9099999999999993,22.16,2.6764,105.4,3.261935314328648,0.14980504587155963,0.4381422018348623,12.548775431902023,2.12,21.82,2.62035,107.2,3.2188758248682006
124,2000-04-01,0.13084862385321103,0.42217889908256884,3.01386,12.512085674666679,271600.0,2.41,27.16,109.2,3.2472688993694185,25.72,0.1428211009174312,0.4381422018348623,12.523616872265867,2.1099999999999994,22.72,3.76214,107.1,3.3958497753355603,0.14581422018348622,0.45510321100917434,12.590484344440506,1.7699999999999996,23.6,3.21797,111.3,3.379973745210529,0.13184633027522935,0.4401376146788991,12.572103684392932,1.67,23.2,2.79296,112.0,3.3054204262683866,0.1388302752293578,0.42716743119266065,12.537173338349476,1.9099999999999993,22.16,2.6764,105.4,3.261935314328648
125,2000-05-01,0.15180045871559633,0.42716743119266065,3.13253,12.550548482011909,282250.0,2.46,26.37,110.7,3.3600281046240843,28.79,0.13084862385321103,0.42217889908256884,12.512085674666679,2.41,27.16,3.01386,109.2,3.2472688993694185,0.1428211009174312,0.4381422018348623,12.523616872265867,2.1099999999999994,22.72,3.76214,107.1,3.3958497753355603,0.14581422018348622,0.45510321100917434,12.590484344440506,1.7699999999999996,23.6,3.21797,111.3,3.379973745210529,0.13184633027522935,0.4401376146788991,12.572103684392932,1.67,23.2,2.79296,112.0,3.3054204262683866
126,2000-06-01,0.17474770642201834,0.4361467889908257,3.73494,12.581078546153629,291000.0,2.380000000000001,21.54,106.4,3.4600950229096408,31.82,0.15180045871559633,0.42716743119266065,12.550548482011909,2.46,26.37,3.13253,110.7,3.3600281046240843,0.13084862385321103,0.42217889908256884,12.512085674666679,2.41,27.16,3.01386,109.2,3.2472688993694185,0.1428211009174312,0.4381422018348623,12.523616872265867,2.1099999999999994,22.72,3.76214,107.1,3.3958497753355603,0.14581422018348622,0.45510321100917434,12.590484344440506,1.7699999999999996,23.6,3.21797,111.3,3.379973745210529
127,2000-07-01,0.15180045871559633,0.43415137614678895,3.59928,12.594730635321957,295000.0,2.3,19.89,108.3,3.391147045808654,29.7,0.17474770642201834,0.4361467889908257,12.581078546153629,2.380000000000001,21.54,3.73494,106.4,3.4600950229096408,0.15180045871559633,0.42716743119266065,12.550548482011909,2.46,26.37,3.13253,110.7,3.3600281046240843,0.13084862385321103,0.42217889908256884,12.512085674666679,2.41,27.16,3.01386,109.2,3.2472688993694185,0.1428211009174312,0.4381422018348623,12.523616872265867,2.1099999999999994,22.72,3.76214,107.1,3.3958497753355603
128,2000-08-01,0.15778669724770641,0.4501146788990826,3.35129,12.653159428329158,312750.0,2.4299999999999997,18.09,107.3,3.4423393249933305,31.26,0.15180045871559633,0.43415137614678895,12.594730635321957,2.3,19.89,3.59928,108.3,3.391147045808654,0.17474770642201834,0.4361467889908257,12.581078546153629,2.380000000000001,21.54,3.73494,106.4,3.4600950229096408,0.15180045871559633,0.42716743119266065,12.550548482011909,2.46,26.37,3.13253,110.7,3.3600281046240843,0.13084862385321103,0.42217889908256884,12.512085674666679,2.41,27.16,3.01386,109.2,3.2472688993694185
129,2000-09-01,0.1557912844036697,0.4561009174311927,3.4565,12.612204198181498,300200.0,2.55,19.69,106.8,3.522824869783854,33.88,0.15778669724770641,0.4501146788990826,12.653159428329158,2.4299999999999997,18.09,3.35129,107.3,3.4423393249933305,0.15180045871559633,0.43415137614678895,12.594730635321957,2.3,19.89,3.59928,108.3,3.391147045808654,0.17474770642201834,0.4361467889908257,12.581078546153629,2.380000000000001,21.54,3.73494,106.4,3.4600950229096408,0.15180045871559633,0.42716743119266065,12.550548482011909,2.46,26.37,3.13253,110.7,3.3600281046240843
130,2000-10-01,0.1488073394495413,0.4431307339449541,3.45033,12.614865543731012,301000.0,2.5999999999999996,25.2,105.8,3.4998353515591547,33.11,0.1557912844036697,0.4561009174311927,12.612204198181498,2.55,19.69,3.4565,106.8,3.522824869783854,0.15778669724770641,0.4501146788990826,12.653159428329158,2.4299999999999997,18.09,3.35129,107.3,3.4423393249933305,0.15180045871559633,0.43415137614678895,12.594730635321957,2.3,19.89,3.59928,108.3,3.391147045808654,0.17474770642201834,0.4361467889908257,12.581078546153629,2.380000000000001,21.54,3.73494,106.4,3.4600950229096408
131,2000-11-01,0.15778669724770641,0.4431307339449541,3.44418,12.71964449496419,334250.0,2.5599999999999996,26.38,107.6,3.5386377907833935,34.42,0.1488073394495413,0.4431307339449541,12.614865543731012,2.5999999999999996,25.2,3.45033,105.8,3.4998353515591547,0.1557912844036697,0.4561009174311927,12.612204198181498,2.55,19.69,3.4565,106.8,3.522824869783854,0.15778669724770641,0.4501146788990826,12.653159428329158,2.4299999999999997,18.09,3.35129,107.3,3.4423393249933305,0.15180045871559633,0.43415137614678895,12.594730635321957,2.3,19.89,3.59928,108.3,3.391147045808654
132,2000-12-01,0.1717545871559633,0.4590940366972477,3.43602,12.75419405403986,346000.0,2.7799999999999994,26.53,98.4,3.34779660493504,28.44,0.15778669724770641,0.4431307339449541,12.71964449496419,2.5599999999999996,26.38,3.44418,107.6,3.5386377907833935,0.1488073394495413,0.4431307339449541,12.614865543731012,2.5999999999999996,25.2,3.45033,105.8,3.4998353515591547,0.1557912844036697,0.4561009174311927,12.612204198181498,2.55,19.69,3.4565,106.8,3.522824869783854,0.15778669724770641,0.4501146788990826,12.653159428329158,2.4299999999999997,18.09,3.35129,107.3,3.4423393249933305
133,2001-01-01,0.16975917431192658,0.4640825688073394,3.7212,12.736700896592344,340000.0,2.7699999999999996,24.92,94.7,3.3874364664121184,29.59,0.1717545871559633,0.4590940366972477,12.75419405403986,2.7799999999999994,26.53,3.43602,98.4,3.34779660493504,0.15778669724770641,0.4431307339449541,12.71964449496419,2.5599999999999996,26.38,3.44418,107.6,3.5386377907833935,0.1488073394495413,0.4431307339449541,12.614865543731012,2.5999999999999996,25.2,3.45033,105.8,3.4998353515591547,0.1557912844036697,0.4561009174311927,12.612204198181498,2.55,19.69,3.4565,106.8,3.522824869783854
134,2001-02-01,0.15978211009174315,0.4790481651376146,3.52941,12.824630969099047,371250.0,2.7700000000000005,23.41,90.6,3.3881121421135,29.61,0.16975917431192658,0.4640825688073394,12.736700896592344,2.7699999999999996,24.92,3.7212,94.7,3.3874364664121184,0.1717545871559633,0.4590940366972477,12.75419405403986,2.7799999999999994,26.53,3.43602,98.4,3.34779660493504,0.15778669724770641,0.4431307339449541,12.71964449496419,2.5599999999999996,26.38,3.44418,107.6,3.5386377907833935,0.1488073394495413,0.4431307339449541,12.614865543731012,2.5999999999999996,25.2,3.45033,105.8,3.4998353515591547
135,2001-03-01,0.16576834862385323,0.497006880733945,2.98246,12.866696634384558,387200.0,2.95,28.5,91.5,3.3046864812813115,27.24,0.15978211009174315,0.4790481651376146,12.824630969099047,2.7700000000000005,23.41,3.52941,90.6,3.3881121421135,0.16975917431192658,0.4640825688073394,12.736700896592344,2.7699999999999996,24.92,3.7212,94.7,3.3874364664121184,0.1717545871559633,0.4590940366972477,12.75419405403986,2.7799999999999994,26.53,3.43602,98.4,3.34779660493504,0.15778669724770641,0.4431307339449541,12.71964449496419,2.5599999999999996,26.38,3.44418,107.6,3.5386377907833935
136,2001-04-01,0.1677637614678899,0.4940137614678899,3.21826,12.891061638388656,396750.0,2.9300000000000006,28.13,88.4,3.3138223021771545,27.49,0.16576834862385323,0.497006880733945,12.866696634384558,2.95,28.5,2.98246,91.5,3.3046864812813115,0.15978211009174315,0.4790481651376146,12.824630969099047,2.7700000000000005,23.41,3.52941,90.6,3.3881121421135,0.16975917431192658,0.4640825688073394,12.736700896592344,2.7699999999999996,24.92,3.7212,94.7,3.3874364664121184,0.1717545871559633,0.4590940366972477,12.75419405403986,2.7799999999999994,26.53,3.43602,98.4,3.34779660493504
137,2001-05-01,0.1717545871559633,0.5059862385321101,3.56308,12.885374419268066,394500.0,2.6800000000000006,22.94,92.0,3.354455119110024,28.63,0.1677637614678899,0.4940137614678899,12.891061638388656,2.9300000000000006,28.13,3.21826,88.4,3.3138223021771545,0.16576834862385323,0.497006880733945,12.866696634384558,2.95,28.5,2.98246,91.5,3.3046864812813115,0.15978211009174315,0.4790481651376146,12.824630969099047,2.7700000000000005,23.41,3.52941,90.6,3.3881121421135,0.16975917431192658,0.4640825688073394,12.736700896592344,2.7699999999999996,24.92,3.7212,94.7,3.3874364664121184
138,2001-06-01,0.15778669724770641,0.5099770642201835,3.19396,12.892195211153155,397200.0,2.6899999999999995,20.94,92.6,3.3178157727231046,27.6,0.1717545871559633,0.5059862385321101,12.885374419268066,2.6800000000000006,22.94,3.56308,92.0,3.354455119110024,0.1677637614678899,0.4940137614678899,12.891061638388656,2.9300000000000006,28.13,3.21826,88.4,3.3138223021771545,0.16576834862385323,0.497006880733945,12.866696634384558,2.95,28.5,2.98246,91.5,3.3046864812813115,0.15978211009174315,0.4790481651376146,12.824630969099047,2.7700000000000005,23.41,3.52941,90.6,3.3881121421135
139,2001-07-01,0.153795871559633,0.5119724770642202,2.72148,12.894207284266574,398000.0,2.7299999999999995,22.32,92.4,3.2741212990941793,26.42,0.15778669724770641,0.5099770642201835,12.892195211153155,2.6899999999999995,20.94,3.19396,92.6,3.3178157727231046,0.1717545871559633,0.5059862385321101,12.885374419268066,2.6800000000000006,22.94,3.56308,92.0,3.354455119110024,0.1677637614678899,0.4940137614678899,12.891061638388656,2.9300000000000006,28.13,3.21826,88.4,3.3138223021771545,0.16576834862385323,0.497006880733945,12.866696634384558,2.95,28.5,2.98246,91.5,3.3046864812813115
140,2001-08-01,0.15279816513761468,0.4940137614678899,2.72148,12.894207284266574,398000.0,2.88,21.86,91.5,3.309447523052588,27.37,0.153795871559633,0.5119724770642202,12.894207284266574,2.7299999999999995,22.32,2.72148,92.4,3.2741212990941793,0.15778669724770641,0.5099770642201835,12.892195211153155,2.6899999999999995,20.94,3.19396,92.6,3.3178157727231046,0.1717545871559633,0.5059862385321101,12.885374419268066,2.6800000000000006,22.94,3.56308,92.0,3.354455119110024,0.1677637614678899,0.4940137614678899,12.891061638388656,2.9300000000000006,28.13,3.21826,88.4,3.3138223021771545
141,2001-09-01,0.16477064220183485,0.5129701834862386,2.59217,12.983101310070822,435000.0,3.299999999999999,35.07,81.8,3.265759410767051,26.2,0.15279816513761468,0.4940137614678899,12.894207284266574,2.88,21.86,2.72148,91.5,3.309447523052588,0.153795871559633,0.5119724770642202,12.894207284266574,2.7299999999999995,22.32,2.72148,92.4,3.2741212990941793,0.15778669724770641,0.5099770642201835,12.892195211153155,2.6899999999999995,20.94,3.19396,92.6,3.3178157727231046,0.1717545871559633,0.5059862385321101,12.885374419268066,2.6800000000000006,22.94,3.56308,92.0,3.354455119110024
142,2001-10-01,0.17075688073394496,0.5538761467889908,2.12766,13.083102663451026,480750.0,3.34,32.72,82.7,3.09874002362822,22.17,0.16477064220183485,0.5129701834862386,12.983101310070822,3.299999999999999,35.07,2.59217,81.8,3.265759410767051,0.15279816513761468,0.4940137614678899,12.894207284266574,2.88,21.86,2.72148,91.5,3.309447523052588,0.153795871559633,0.5119724770642202,12.894207284266574,2.7299999999999995,22.32,2.72148,92.4,3.2741212990941793,0.15778669724770641,0.5099770642201835,12.892195211153155,2.6899999999999995,20.94,3.19396,92.6,3.3178157727231046
143,2001-11-01,0.1488073394495413,0.5568692660550459,1.89437,13.011431816697048,447500.0,3.1599999999999993,26.63,83.9,2.97756830292632,19.64,0.17075688073394496,0.5538761467889908,13.083102663451026,3.34,32.72,2.12766,82.7,3.09874002362822,0.16477064220183485,0.5129701834862386,12.983101310070822,3.299999999999999,35.07,2.59217,81.8,3.265759410767051,0.15279816513761468,0.4940137614678899,12.894207284266574,2.88,21.86,2.72148,91.5,3.309447523052588,0.153795871559633,0.5119724770642202,12.894207284266574,2.7299999999999995,22.32,2.72148,92.4,3.2741212990941793
144,2001-12-01,0.13583715596330276,0.5389105504587156,1.60367,12.940361769421294,416800.0,2.960000000000001,23.72,88.8,2.9647574692545606,19.39,0.1488073394495413,0.5568692660550459,13.011431816697048,3.1599999999999993,26.63,1.89437,83.9,2.97756830292632,0.17075688073394496,0.5538761467889908,13.083102663451026,3.34,32.72,2.12766,82.7,3.09874002362822,0.16477064220183485,0.5129701834862386,12.983101310070822,3.299999999999999,35.07,2.59217,81.8,3.265759410767051,0.15279816513761468,0.4940137614678899,12.894207284266574,2.88,21.86,2.72148,91.5,3.309447523052588
145,2002-01-01,0.1428211009174312,0.5518807339449542,1.1959,12.920247193282195,408500.0,2.83,22.25,93.0,2.9811261211646287,19.71,0.13583715596330276,0.5389105504587156,12.940361769421294,2.960000000000001,23.72,1.60367,88.8,2.9647574692545606,0.1488073394495413,0.5568692660550459,13.011431816697048,3.1599999999999993,26.63,1.89437,83.9,2.97756830292632,0.17075688073394496,0.5538761467889908,13.083102663451026,3.34,32.72,2.12766,82.7,3.09874002362822,0.16477064220183485,0.5129701834862386,12.983101310070822,3.299999999999999,35.07,2.59217,81.8,3.265759410767051
146,2002-02-01,0.1388302752293578,0.5458944954128441,1.13636,12.896716695872,399000.0,2.9799999999999995,22.88,90.7,3.031099417391282,20.72,0.1428211009174312,0.5518807339449542,12.920247193282195,2.83,22.25,1.1959,93.0,2.9811261211646287,0.13583715596330276,0.5389105504587156,12.940361769421294,2.960000000000001,23.72,1.60367,88.8,2.9647574692545606,0.1488073394495413,0.5568692660550459,13.011431816697048,3.1599999999999993,26.63,1.89437,83.9,2.97756830292632,0.17075688073394496,0.5538761467889908,13.083102663451026,3.34,32.72,2.12766,82.7,3.09874002362822
147,2002-03-01,0.1328440366972477,0.5329243119266054,1.36286,12.93699719042415,415400.0,2.829999999999999,18.99,95.7,3.199896858270398,24.53,0.1388302752293578,0.5458944954128441,12.896716695872,2.9799999999999995,22.88,1.13636,90.7,3.031099417391282,0.1428211009174312,0.5518807339449542,12.920247193282195,2.83,22.25,1.1959,93.0,2.9811261211646287,0.13583715596330276,0.5389105504587156,12.940361769421294,2.960000000000001,23.72,1.60367,88.8,2.9647574692545606,0.1488073394495413,0.5568692660550459,13.011431816697048,3.1599999999999993,26.63,1.89437,83.9,2.97756830292632
148,2002-04-01,0.13384174311926605,0.5409059633027523,1.64399,12.969794778759722,429250.0,2.8199999999999994,19.9,93.0,3.264995760481754,26.18,0.1328440366972477,0.5329243119266054,12.93699719042415,2.829999999999999,18.99,1.36286,95.7,3.199896858270398,0.1388302752293578,0.5458944954128441,12.896716695872,2.9799999999999995,22.88,1.13636,90.7,3.031099417391282,0.1428211009174312,0.5518807339449542,12.920247193282195,2.83,22.25,1.1959,93.0,2.9811261211646287,0.13583715596330276,0.5389105504587156,12.940361769421294,2.960000000000001,23.72,1.60367,88.8,2.9647574692545606
149,2002-05-01,0.1348394495412844,0.5508830275229358,1.24083,12.921470435024938,409000.0,2.9299999999999997,20.09,96.9,3.2973172511747633,27.04,0.13384174311926605,0.5409059633027523,12.969794778759722,2.8199999999999994,19.9,1.64399,93.0,3.264995760481754,0.1328440366972477,0.5329243119266054,12.93699719042415,2.829999999999999,18.99,1.36286,95.7,3.199896858270398,0.1388302752293578,0.5458944954128441,12.896716695872,2.9799999999999995,22.88,1.13636,90.7,3.031099417391282,0.1428211009174312,0.5518807339449542,12.920247193282195,2.83,22.25,1.1959,93.0,2.9811261211646287
